factory_id,product_type,production_cost_per_unit,labor_hours_used,inventory_level,lead_time_days,defect_rate_percentage,market_demand_index,supply_chain_efficiency_score,profitability_flag
544,Ready-made garment,105,1852,11766,11,0.94,91,89,1
192,Fabric,323,299,15276,19,3.75,94,87,1
537,Cotton,458,1623,10346,22,11.74,67,59,0
546,Yarn,225,963,13219,7,5.8,70,94,1
306,Yarn,165,853,12848,27,5.09,49,52,0
452,Yarn,133,1136,14058,22,1.8,26,41,0
490,Cotton,208,1489,4318,17,10.07,90,86,0
431,Yarn,335,1842,8587,15,1.6,24,66,0
404,Cotton,129,873,15704,9,1.26,93,46,1
449,Fabric,115,196,3943,12,5.27,20,80,0
312,Fabric,258,170,16148,8,5.24,92,65,1
258,Cotton,59,1092,1547,28,11.78,97,69,0
541,Yarn,248,1938,11145,2,1.53,79,58,1
544,Cotton,108,1984,12774,17,5.81,91,79,1
123,Cotton,283,1865,19544,16,2.41,57,60,1
503,Ready-made garment,356,456,8430,23,8.42,22,97,0
392,Cotton,293,911,16494,16,4.7,35,65,0
103,Ready-made garment,428,643,7558,3,7.78,17,49,0
319,Fabric,442,1373,16703,19,4.06,35,75,0
463,Ready-made garment,103,353,6766,16,6.77,23,83,0
481,Cotton,495,1894,11059,11,5.63,50,66,0
119,Fabric,386,1305,3908,26,4.49,15,47,0
543,Ready-made garment,442,1975,18568,9,6.45,25,65,0
251,Cotton,58,1087,13876,14,4.61,43,40,0
149,Fabric,150,1289,1369,2,9.67,49,62,0
276,Ready-made garment,457,103,5623,13,5.94,21,48,0
534,Cotton,344,1586,17426,5,10.84,10,70,0
195,Cotton,252,244,2703,20,2.67,38,46,0
204,Yarn,441,264,19819,14,1.35,90,48,0
519,Yarn,202,443,17635,1,4.57,91,46,1
349,Ready-made garment,159,1997,2611,6,2.2,58,67,1
216,Ready-made garment,371,1228,7776,22,4.72,25,73,0
453,Ready-made garment,315,1671,17430,11,2.49,18,92,0
327,Cotton,422,1437,15086,17,10.42,68,91,0
165,Ready-made garment,201,1292,19441,23,6.81,48,55,0
434,Cotton,132,619,2071,22,5.97,47,49,0
517,Ready-made garment,492,1025,7084,14,9.45,15,63,0
519,Cotton,464,1721,19575,14,1.56,99,49,0
361,Cotton,444,1559,10449,20,10.28,90,85,0
394,Yarn,183,708,5274,7,5.8,97,68,1
525,Fabric,375,611,13061,19,1.64,83,64,0
342,Cotton,209,508,559,26,9.83,68,80,0
470,Ready-made garment,88,535,14602,27,5.53,12,69,0
285,Yarn,225,1438,18222,22,7.26,28,90,0
345,Ready-made garment,62,641,7501,6,10.72,36,58,0
224,Ready-made garment,364,712,8448,13,10.69,34,92,0
367,Cotton,116,1702,19355,10,10.71,94,70,0
230,Cotton,489,999,16126,22,5.0,75,69,0
336,Fabric,297,1984,9254,19,9.0,93,73,0
117,Cotton,90,1186,9674,10,2.8,32,67,0
139,Cotton,233,1155,13546,5,9.97,72,91,0
120,Fabric,84,1722,8601,13,4.1,67,58,1
498,Ready-made garment,471,1334,18614,17,5.57,59,50,0
324,Fabric,386,1586,8379,22,10.7,17,67,0
454,Fabric,339,662,8300,23,9.67,60,45,0
381,Fabric,125,674,19931,5,11.43,51,56,0
107,Yarn,119,1203,10049,21,4.36,72,76,1
199,Ready-made garment,283,1121,18669,29,1.81,40,66,0
339,Yarn,60,442,14698,22,10.92,68,82,0
577,Yarn,417,1355,2462,7,5.92,91,75,0
186,Cotton,332,712,15636,20,10.67,99,40,0
397,Fabric,353,228,7746,7,8.78,97,55,0
527,Fabric,73,1142,9880,15,10.5,60,43,0
113,Yarn,323,456,6465,15,7.86,66,86,0
433,Cotton,76,1542,3178,21,9.75,14,62,0
101,Cotton,103,1058,13868,23,1.44,84,71,1
474,Cotton,104,1729,11699,1,11.62,61,42,0
392,Ready-made garment,425,180,5807,26,2.17,97,83,0
424,Yarn,282,1738,3643,12,0.29,74,60,1
521,Ready-made garment,326,765,3300,2,6.37,21,63,0
592,Cotton,492,880,17207,18,8.54,32,54,0
140,Cotton,420,1241,19086,15,8.6,61,50,0
417,Cotton,467,1977,2294,7,4.07,98,42,0
415,Fabric,169,1617,10940,9,9.05,72,58,0
480,Yarn,274,890,2842,23,10.11,85,82,0
210,Fabric,107,591,12092,28,7.32,12,47,0
113,Ready-made garment,304,1998,10667,22,4.63,33,90,0
330,Fabric,225,324,19929,3,7.36,99,73,0
572,Yarn,103,1086,1807,21,10.35,88,73,0
183,Fabric,195,518,16035,10,10.81,51,83,0
229,Cotton,308,879,15445,2,0.38,30,79,0
330,Ready-made garment,201,236,15184,25,1.47,94,77,1
425,Ready-made garment,434,325,1955,22,0.05,94,65,0
244,Cotton,311,1457,11121,25,5.91,34,42,0
478,Cotton,68,1352,5891,25,5.24,21,71,0
444,Cotton,391,422,3039,12,6.55,57,82,0
127,Yarn,420,1231,4118,7,8.2,91,87,0
165,Fabric,220,911,2878,5,4.39,83,82,1
262,Ready-made garment,428,544,19089,4,2.5,79,49,0
328,Fabric,441,106,13219,1,4.74,66,49,0
360,Cotton,246,227,1639,15,0.11,38,88,0
548,Cotton,485,1476,4091,9,9.95,38,50,0
523,Fabric,122,366,5214,6,4.6,55,93,1
559,Ready-made garment,352,784,11365,14,7.47,18,53,0
539,Yarn,134,1027,5167,2,3.9,41,70,0
263,Fabric,333,313,8957,12,7.38,22,48,0
400,Cotton,351,346,16257,23,6.49,62,87,0
506,Cotton,181,1741,8793,28,2.5,84,45,1
402,Yarn,169,1718,15832,6,7.5,63,88,0
386,Fabric,265,1927,2769,13,1.32,38,93,0
494,Yarn,185,1497,19367,4,5.77,60,96,1
109,Yarn,165,520,18097,22,8.64,85,93,0
294,Ready-made garment,110,1838,11684,16,6.59,58,74,1
217,Ready-made garment,66,1164,10296,29,8.96,50,73,0
369,Cotton,83,816,16160,11,3.28,95,82,1
179,Fabric,69,1471,15186,6,0.59,99,95,1
557,Ready-made garment,257,1684,6495,5,0.67,21,57,0
192,Cotton,211,242,1069,1,3.22,44,62,0
365,Fabric,348,240,2045,19,4.89,13,69,0
431,Cotton,59,664,1408,7,6.45,54,42,1
449,Ready-made garment,143,206,4962,18,9.09,58,54,0
460,Cotton,463,132,4583,10,10.08,83,76,0
356,Fabric,420,1323,3840,10,8.32,27,82,0
232,Fabric,458,218,7447,17,5.56,55,42,0
375,Cotton,432,1923,7539,24,3.17,92,54,0
363,Fabric,490,328,7612,7,5.13,67,42,0
270,Cotton,415,1753,19309,22,3.28,24,68,0
559,Fabric,496,787,11910,26,7.49,67,70,0
100,Cotton,156,1308,7655,21,9.82,32,46,0
412,Cotton,154,929,7170,22,6.22,32,46,0
163,Cotton,120,1110,18756,1,0.55,94,94,1
473,Yarn,480,949,5409,12,11.28,35,50,0
567,Fabric,133,1338,8897,25,3.53,43,87,0
383,Ready-made garment,258,832,16092,17,10.97,50,67,0
220,Cotton,308,1253,17699,16,9.76,86,99,0
206,Yarn,288,944,16949,20,4.96,66,75,1
520,Ready-made garment,351,371,12737,15,0.68,34,82,0
274,Cotton,281,1881,2551,29,11.37,63,85,0
584,Ready-made garment,469,734,502,19,7.91,53,79,0
303,Yarn,331,1131,14526,20,3.0,22,64,0
264,Ready-made garment,443,502,824,17,6.4,63,56,0
404,Cotton,467,1027,6634,26,7.62,36,94,0
596,Ready-made garment,255,1702,17488,4,2.72,17,95,0
219,Ready-made garment,313,726,19466,4,1.12,52,89,1
143,Cotton,360,1492,3622,3,3.21,79,77,0
411,Yarn,396,1923,16329,8,0.57,86,99,0
255,Yarn,443,716,19998,23,0.84,93,60,0
466,Ready-made garment,234,1080,11967,9,1.88,64,91,1
306,Fabric,163,636,846,2,1.9,73,59,1
489,Ready-made garment,128,1176,13869,26,2.98,14,49,0
207,Fabric,406,346,12846,19,11.25,68,45,0
350,Ready-made garment,391,436,14497,22,6.91,36,51,0
544,Yarn,350,1404,11250,18,5.07,28,56,0
503,Ready-made garment,99,132,12081,16,6.77,74,84,1
469,Ready-made garment,369,898,3943,29,0.07,77,72,0
433,Fabric,144,647,19138,28,10.74,75,75,0
229,Yarn,307,1466,522,28,6.39,35,87,0
556,Fabric,478,990,10655,18,5.42,42,58,0
392,Ready-made garment,400,1362,13574,26,11.3,47,44,0
119,Cotton,111,1615,18591,18,8.76,16,84,0
381,Ready-made garment,191,828,11774,12,4.05,14,81,0
384,Ready-made garment,379,1300,7215,2,11.23,18,97,0
100,Fabric,271,143,6553,29,10.22,22,68,0
218,Cotton,405,403,1014,21,11.45,49,76,0
134,Cotton,160,1793,3539,28,1.15,57,87,1
297,Fabric,153,368,6361,1,11.46,55,69,0
584,Yarn,64,782,19740,23,6.51,73,40,1
344,Cotton,319,1856,19225,16,8.07,73,51,0
158,Cotton,208,499,6836,17,2.55,38,54,0
424,Fabric,206,1865,3862,1,1.68,27,44,0
260,Yarn,76,702,3990,21,0.95,39,77,0
596,Yarn,134,1021,19391,23,5.07,83,50,1
278,Ready-made garment,58,1070,5667,3,2.66,28,59,0
305,Ready-made garment,325,530,3678,23,0.98,57,68,1
111,Fabric,276,520,18428,25,11.46,18,53,0
589,Yarn,235,230,11921,27,8.8,94,65,0
375,Fabric,128,1533,6672,20,6.21,10,73,0
280,Ready-made garment,265,1861,10441,16,8.92,99,49,0
341,Fabric,482,1348,19149,21,7.34,87,66,0
315,Fabric,106,1266,13380,14,2.14,48,96,0
350,Cotton,193,677,9404,16,7.6,64,83,0
398,Cotton,405,639,8758,24,8.17,61,80,0
225,Cotton,380,224,5760,9,2.85,80,80,0
581,Ready-made garment,441,1335,14157,21,3.84,73,64,0
316,Fabric,116,1033,4691,28,4.6,33,49,0
405,Cotton,324,1551,11881,21,7.23,36,78,0
384,Cotton,154,1560,16556,2,1.52,75,99,1
284,Cotton,469,691,1967,25,8.92,75,71,0
138,Ready-made garment,237,1361,6601,13,4.15,71,73,1
322,Ready-made garment,213,743,8047,22,8.3,25,62,0
283,Fabric,316,427,3260,5,11.19,21,72,0
594,Fabric,100,911,6921,21,10.44,49,71,0
526,Fabric,175,1242,13148,20,8.85,99,61,0
277,Cotton,129,145,1893,17,2.32,19,61,0
506,Yarn,232,183,4193,6,8.78,73,92,0
527,Ready-made garment,359,893,12999,17,7.63,64,62,0
393,Cotton,66,451,18583,26,9.27,88,58,0
439,Cotton,495,1136,18004,2,10.43,98,62,0
250,Fabric,219,736,5829,7,3.74,13,61,0
483,Fabric,329,1960,18455,29,7.73,99,69,0
225,Cotton,450,1295,13565,17,3.3,32,58,0
400,Ready-made garment,353,333,16471,24,4.16,58,61,0
407,Ready-made garment,389,1304,14856,8,6.25,13,40,0
435,Cotton,263,1174,17612,23,5.21,10,73,0
533,Yarn,247,880,12196,23,7.21,74,99,0
333,Yarn,56,780,17499,1,9.11,48,65,0
479,Ready-made garment,447,1518,870,29,7.26,12,43,0
474,Fabric,60,1032,7267,19,11.64,66,87,0
107,Yarn,61,1951,9639,25,8.86,68,84,0
597,Yarn,159,1923,18003,5,11.82,88,51,0
440,Fabric,182,1552,10147,5,8.92,27,67,0
228,Yarn,438,1397,2922,23,6.1,30,76,0
363,Cotton,177,960,8090,27,4.93,65,42,1
256,Yarn,197,1330,13955,26,8.83,61,67,0
451,Fabric,103,247,14841,24,8.25,17,68,0
457,Cotton,360,399,10032,22,8.03,34,59,0
104,Yarn,491,1576,14041,21,8.66,41,41,0
594,Ready-made garment,128,648,15981,1,10.47,79,95,0
185,Cotton,395,1796,10210,26,2.73,49,76,0
274,Cotton,146,1077,6325,10,6.78,93,40,1
389,Ready-made garment,298,482,7260,10,7.24,38,85,0
292,Ready-made garment,176,1910,10651,29,3.51,78,86,1
410,Yarn,79,899,9402,25,11.86,44,75,0
218,Yarn,73,1741,1073,22,9.43,92,83,0
317,Fabric,250,633,17391,3,3.86,85,81,1
526,Fabric,180,1356,2722,28,4.3,42,57,0
557,Cotton,171,1757,18178,12,8.62,55,48,0
513,Ready-made garment,405,1252,1287,26,0.14,81,76,0
213,Ready-made garment,481,1945,5167,12,5.57,40,93,0
565,Fabric,376,1852,19117,7,4.12,84,64,0
244,Cotton,199,1783,11857,16,10.25,77,80,0
125,Cotton,63,669,13301,20,9.5,49,58,0
235,Fabric,353,1030,6571,29,3.99,78,64,0
402,Fabric,78,336,16848,3,10.38,51,91,0
331,Fabric,99,1705,2209,28,10.96,95,88,0
468,Yarn,289,1065,16761,7,6.63,53,54,1
175,Cotton,443,800,12667,22,1.91,26,85,0
574,Cotton,332,853,13082,14,9.24,29,95,0
427,Cotton,384,674,16090,27,3.83,85,89,0
444,Fabric,401,1608,2010,4,6.33,62,65,0
401,Fabric,205,1364,12238,10,0.55,53,85,1
551,Fabric,186,1056,14874,24,6.0,26,59,0
388,Fabric,376,1116,4006,2,4.56,36,42,0
100,Ready-made garment,385,1820,4133,22,8.23,32,64,0
246,Fabric,203,870,18345,16,0.49,67,60,1
386,Yarn,130,1864,6852,3,7.5,78,73,0
563,Ready-made garment,136,322,2671,15,9.26,65,91,0
241,Ready-made garment,313,1222,13762,8,0.15,54,92,1
152,Fabric,307,1882,9094,16,9.0,38,77,0
403,Cotton,234,656,8975,11,1.56,23,63,0
168,Fabric,229,1010,8932,24,8.38,17,80,0
460,Cotton,235,372,5156,11,5.46,55,64,1
189,Fabric,172,1522,10887,11,6.62,36,40,0
545,Fabric,426,1640,9392,1,4.05,79,68,0
319,Cotton,145,529,3170,2,2.95,16,71,0
549,Cotton,142,622,4860,20,0.85,35,86,0
597,Cotton,52,1059,3048,1,10.38,51,40,0
291,Cotton,441,1471,19210,19,7.33,39,74,0
553,Yarn,492,1009,19680,20,11.79,90,95,0
162,Cotton,51,1674,7546,10,10.21,15,55,0
172,Fabric,495,550,2706,19,10.44,76,71,0
260,Fabric,420,1111,5679,21,7.17,92,86,0
268,Yarn,354,141,16176,11,0.97,92,54,0
188,Cotton,406,1838,18494,12,10.96,63,44,0
275,Fabric,197,193,17348,10,1.41,97,49,1
368,Yarn,334,585,5975,7,6.21,44,61,0
172,Fabric,194,616,10181,24,10.28,44,82,0
344,Yarn,379,1687,7465,8,5.67,14,47,0
176,Yarn,410,1273,1298,11,1.99,15,54,0
258,Ready-made garment,455,816,19684,18,4.48,32,59,0
588,Ready-made garment,311,1935,3855,16,11.86,68,64,0
558,Cotton,111,598,13049,1,12.0,60,51,0
423,Ready-made garment,275,470,1359,29,8.53,71,65,0
197,Yarn,80,1080,14834,6,10.66,41,43,0
480,Fabric,239,798,14818,17,0.53,10,65,0
201,Fabric,424,584,8188,22,3.31,58,99,0
593,Cotton,317,764,10837,13,4.43,37,49,0
231,Ready-made garment,61,1506,11523,23,0.14,80,87,1
201,Cotton,240,727,13370,25,4.52,46,54,0
118,Yarn,449,1784,5522,10,1.12,38,44,0
553,Ready-made garment,74,831,8084,10,6.21,28,71,0
581,Cotton,455,291,6902,1,0.05,28,71,0
181,Fabric,140,1868,15352,7,3.25,60,61,1
496,Fabric,137,935,14774,20,10.4,93,61,0
588,Cotton,381,1344,18658,9,2.56,24,51,0
378,Cotton,323,1170,16470,11,0.78,33,50,0
438,Cotton,350,226,8842,20,3.0,70,63,0
464,Yarn,160,1926,14292,2,9.93,62,82,0
430,Yarn,129,826,7925,1,7.05,81,84,0
228,Fabric,373,1130,11912,23,7.03,68,80,0
443,Yarn,189,795,3521,12,0.01,16,55,0
409,Yarn,482,1239,4737,7,5.67,92,55,0
554,Ready-made garment,466,663,6894,19,3.19,85,40,0
188,Yarn,263,465,15793,5,4.03,99,90,1
312,Ready-made garment,496,1169,13694,26,7.18,77,62,0
242,Yarn,67,492,15479,12,10.49,43,67,0
164,Fabric,103,1053,17644,14,2.18,16,71,0
175,Cotton,417,122,4951,28,9.22,63,90,0
298,Fabric,146,1254,5127,7,0.59,76,92,1
242,Yarn,332,1250,3239,8,3.92,21,75,0
504,Cotton,283,544,10709,14,2.63,67,76,1
502,Cotton,289,876,7291,12,10.99,92,42,0
415,Cotton,383,1432,7367,9,2.14,61,90,0
192,Ready-made garment,458,807,9608,10,6.94,90,52,0
572,Fabric,467,532,4443,10,1.98,65,67,0
516,Ready-made garment,393,572,16023,1,5.68,91,67,0
404,Cotton,493,147,3960,25,4.96,12,97,0
323,Fabric,103,1205,1992,22,0.5,22,84,0
596,Fabric,136,1232,4121,6,9.91,72,63,0
390,Yarn,310,362,9418,14,9.36,14,90,0
527,Ready-made garment,285,1990,14342,23,3.33,34,52,0
201,Ready-made garment,172,1154,13553,9,7.37,95,63,0
573,Yarn,469,457,9631,23,4.35,81,44,0
366,Ready-made garment,103,667,16971,23,9.23,61,56,0
454,Cotton,265,579,17446,27,8.31,89,89,0
555,Cotton,469,966,1768,12,1.09,14,51,0
209,Ready-made garment,246,1312,10182,19,10.13,68,94,0
561,Yarn,88,1128,6061,26,2.15,34,88,0
429,Fabric,414,1409,11771,25,2.09,89,57,0
549,Ready-made garment,277,1913,5154,20,8.8,97,72,0
529,Fabric,286,1780,8012,22,2.2,23,97,0
364,Yarn,181,1517,3300,29,1.47,86,70,1
102,Fabric,379,1578,9949,23,4.03,96,94,0
184,Yarn,370,807,13264,28,10.06,61,73,0
381,Yarn,217,525,11111,29,2.12,34,69,0
427,Cotton,86,1150,1643,12,4.07,81,84,1
403,Cotton,116,226,7203,25,3.44,65,71,1
549,Yarn,160,234,11857,13,4.27,91,49,1
553,Ready-made garment,464,1658,11306,29,8.57,46,70,0
511,Cotton,268,430,17631,26,4.87,79,74,1
216,Yarn,258,1752,7594,28,9.11,15,54,0
320,Fabric,430,491,16658,3,7.68,34,66,0
253,Fabric,136,107,16719,11,4.33,29,98,0
252,Ready-made garment,352,712,14263,2,5.19,32,66,0
111,Fabric,460,1384,3988,18,8.44,66,94,0
232,Fabric,228,1322,12717,18,6.42,62,40,1
581,Yarn,453,697,9837,25,10.42,68,51,0
403,Fabric,62,1863,2604,24,11.2,90,43,0
392,Fabric,496,485,5619,25,8.61,70,62,0
562,Fabric,349,571,14010,9,11.87,64,73,0
399,Fabric,457,278,19652,1,7.16,89,91,0
327,Yarn,174,549,2308,26,0.48,29,96,0
370,Fabric,424,1363,909,26,6.06,12,62,0
142,Ready-made garment,282,1647,1145,16,2.76,74,90,1
531,Cotton,300,914,18435,25,4.0,46,58,0
442,Ready-made garment,436,1869,14426,1,5.88,44,98,0
425,Cotton,175,1306,1613,21,3.54,25,59,0
401,Ready-made garment,284,1917,16945,20,3.72,13,59,0
597,Cotton,187,457,18611,24,4.82,12,68,0
463,Cotton,498,475,5092,5,3.44,26,52,0
478,Cotton,98,801,14891,28,2.03,53,67,1
526,Cotton,429,937,19850,25,9.19,72,63,0
592,Yarn,235,1850,16329,17,4.74,51,61,1
120,Ready-made garment,254,1893,10104,8,9.98,26,61,0
506,Cotton,127,637,10425,6,10.59,33,79,0
206,Ready-made garment,435,881,4130,1,9.01,46,50,0
435,Fabric,243,181,4369,13,4.76,11,47,0
402,Cotton,152,1481,5700,18,8.66,23,71,0
216,Ready-made garment,154,284,11183,4,1.86,19,63,0
223,Yarn,425,387,2539,15,7.93,24,51,0
498,Ready-made garment,336,1185,13579,14,4.87,46,88,0
380,Cotton,373,982,1807,16,7.87,67,79,0
391,Fabric,260,606,7134,5,9.06,55,60,0
302,Ready-made garment,299,1585,2224,1,6.75,62,42,1
150,Fabric,342,129,5190,26,7.71,91,78,0
370,Yarn,250,1035,2955,23,2.56,65,84,1
423,Ready-made garment,73,130,15162,29,7.11,22,57,0
376,Ready-made garment,349,1416,17825,4,5.53,44,81,0
240,Yarn,132,1296,7592,17,5.14,45,97,0
569,Yarn,346,1737,8188,28,4.92,83,45,1
374,Yarn,228,1251,10505,6,3.73,43,75,0
389,Cotton,347,185,3561,25,3.66,33,84,0
433,Cotton,413,1438,11086,25,8.4,62,54,0
480,Ready-made garment,255,127,9976,27,6.69,36,88,0
551,Ready-made garment,89,221,4263,4,0.36,82,84,1
595,Ready-made garment,353,1374,12941,7,0.58,82,54,0
472,Fabric,162,672,3388,26,6.84,83,77,1
151,Yarn,389,502,10414,1,10.16,21,90,0
593,Ready-made garment,53,782,4506,10,0.53,24,83,0
126,Yarn,157,1566,17970,13,6.09,12,91,0
256,Cotton,365,371,6999,9,10.21,37,91,0
338,Yarn,163,936,1804,14,0.05,18,63,0
255,Fabric,216,1935,11804,1,3.31,48,46,0
390,Fabric,310,212,17898,9,11.04,39,48,0
235,Yarn,155,1829,13064,6,0.98,66,50,1
243,Fabric,273,1517,12497,10,7.28,32,55,0
205,Fabric,311,118,9818,11,6.09,39,46,0
519,Cotton,300,1975,10814,7,1.82,73,64,1
257,Ready-made garment,63,704,9164,20,0.51,25,53,0
245,Fabric,247,1852,5620,25,6.03,45,40,0
101,Ready-made garment,175,564,17299,28,8.82,39,59,0
532,Yarn,255,790,18752,22,2.13,55,67,1
176,Yarn,189,1110,14485,12,8.3,89,88,0
231,Fabric,111,1314,4612,22,6.56,29,77,0
189,Yarn,332,1616,18417,12,4.29,87,73,1
444,Cotton,103,1113,1962,14,7.97,65,97,0
449,Fabric,395,262,14690,10,2.3,46,48,0
558,Fabric,61,1735,2365,16,5.48,92,87,1
362,Fabric,185,798,4509,22,6.59,90,99,1
450,Yarn,379,394,11822,4,5.5,71,59,0
207,Yarn,193,678,15038,29,4.77,74,82,1
173,Fabric,485,1196,8210,23,8.89,38,91,0
138,Ready-made garment,331,1867,3677,14,7.87,97,77,0
496,Yarn,185,800,19749,2,7.67,92,70,0
258,Yarn,350,1685,3697,2,10.7,52,60,0
170,Fabric,270,1432,2961,29,11.92,83,61,0
546,Ready-made garment,389,401,14486,11,6.81,45,52,0
411,Fabric,258,1431,4081,11,4.18,26,83,0
340,Yarn,452,223,9192,6,9.35,63,86,0
525,Fabric,450,768,8494,25,1.71,26,64,0
544,Fabric,408,1384,620,3,6.15,41,61,0
397,Fabric,429,294,2275,23,6.29,25,77,0
539,Ready-made garment,498,941,1106,9,11.8,60,91,0
135,Fabric,172,450,7875,28,11.89,68,94,0
183,Yarn,165,1966,1319,25,9.59,32,59,0
551,Fabric,206,1891,11956,3,5.68,25,71,0
473,Ready-made garment,319,588,1283,1,6.57,41,55,0
362,Cotton,66,299,18730,2,3.84,75,92,1
409,Ready-made garment,318,983,8060,15,9.96,79,59,0
484,Fabric,398,607,891,11,8.96,83,80,0
271,Cotton,268,997,1632,8,9.26,71,61,0
475,Fabric,368,1703,11209,16,1.66,39,81,0
272,Ready-made garment,287,545,4945,23,4.78,45,77,0
461,Cotton,82,179,13562,17,6.45,15,84,0
146,Cotton,334,844,14533,3,1.5,54,76,1
478,Fabric,86,797,10888,8,4.42,42,54,0
240,Fabric,152,1740,15091,7,1.05,14,51,0
474,Ready-made garment,260,1592,5818,21,11.51,65,48,0
505,Fabric,479,1960,17560,3,9.02,37,76,0
217,Cotton,329,1565,6751,7,7.45,16,83,0
376,Yarn,191,1030,17478,5,2.46,68,54,1
313,Yarn,288,753,11843,1,4.01,28,83,0
319,Ready-made garment,278,1001,3824,5,1.73,71,95,1
492,Fabric,182,371,3434,3,6.43,52,93,1
125,Ready-made garment,174,1466,5533,18,9.85,59,61,0
108,Yarn,102,223,7263,29,0.23,99,51,1
370,Yarn,137,1346,6586,19,1.24,62,66,1
109,Fabric,147,1613,4833,10,2.75,47,58,0
571,Cotton,419,785,11677,4,8.57,26,86,0
477,Fabric,144,1826,17723,13,10.73,92,64,0
220,Yarn,463,751,19394,29,9.04,36,49,0
224,Cotton,237,396,5187,1,6.3,46,74,0
269,Ready-made garment,425,1242,3387,4,1.26,16,96,0
171,Yarn,305,886,3543,9,9.06,47,83,0
251,Ready-made garment,122,1199,18515,17,1.27,90,51,1
307,Cotton,461,720,18289,11,4.17,38,89,0
148,Ready-made garment,411,1754,6615,7,3.7,60,47,0
253,Yarn,331,1072,19373,24,4.31,90,50,1
446,Fabric,67,980,16889,25,3.95,24,78,0
392,Ready-made garment,213,1381,19465,7,9.23,25,58,0
167,Yarn,441,1655,8911,13,2.06,20,62,0
149,Yarn,195,1754,8703,25,10.15,42,63,0
251,Cotton,363,450,3342,26,10.3,29,54,0
118,Yarn,302,1772,6004,29,5.89,38,59,0
199,Fabric,209,1400,9149,19,1.27,25,64,0
159,Fabric,398,354,16175,17,6.9,26,95,0
266,Ready-made garment,98,1387,7783,18,9.85,66,53,0
301,Ready-made garment,225,778,14649,26,3.47,87,49,1
444,Ready-made garment,376,1800,2473,13,10.05,97,87,0
245,Ready-made garment,114,128,15333,17,8.12,46,89,0
502,Fabric,338,566,19079,18,11.85,86,68,0
263,Cotton,99,1158,8074,25,9.9,27,86,0
557,Ready-made garment,53,848,8643,21,2.42,80,93,1
580,Cotton,168,1417,4328,20,5.39,58,88,1
538,Yarn,389,701,16270,2,1.24,20,88,0
341,Yarn,422,1326,5237,19,0.84,66,97,0
168,Ready-made garment,213,839,17123,15,8.47,90,51,0
274,Yarn,272,1030,3452,9,10.96,28,72,0
148,Cotton,407,1191,12130,29,11.68,79,62,0
582,Cotton,205,230,17739,29,3.25,91,53,1
207,Yarn,436,210,3738,14,2.42,62,62,0
325,Ready-made garment,311,623,1053,19,6.72,19,88,0
260,Cotton,222,1411,11505,8,2.41,10,92,0
218,Cotton,72,786,10577,12,3.55,10,76,0
248,Fabric,440,930,14112,17,10.05,56,61,0
564,Ready-made garment,425,765,11637,12,9.73,36,68,0
249,Fabric,110,1166,8886,15,10.74,34,75,0
531,Yarn,405,974,7838,5,5.79,99,41,0
392,Yarn,370,1840,12379,2,6.77,19,59,0
242,Fabric,183,1807,10117,20,9.25,45,44,0
518,Ready-made garment,73,1417,15898,18,2.87,55,66,1
575,Cotton,342,384,3193,3,9.88,17,42,0
554,Yarn,94,922,2471,5,0.21,71,57,1
259,Ready-made garment,228,663,15042,2,9.57,38,52,0
110,Ready-made garment,405,1750,9191,9,9.31,62,61,0
237,Yarn,407,118,13954,24,3.62,13,52,0
556,Yarn,478,1630,4273,5,8.73,58,51,0
177,Ready-made garment,112,646,8409,27,2.57,78,71,1
176,Cotton,78,147,3366,17,6.91,51,97,1
540,Fabric,406,1868,17570,21,8.41,84,75,0
353,Yarn,414,318,2567,20,8.58,74,46,0
508,Fabric,145,1745,17331,15,11.8,86,45,0
357,Ready-made garment,458,865,10458,13,2.18,93,79,0
419,Fabric,315,1311,9816,9,5.77,43,76,0
390,Cotton,340,130,17177,2,10.56,23,45,0
362,Ready-made garment,104,358,3046,23,6.74,62,64,1
184,Cotton,202,1798,8767,2,10.52,85,66,0
245,Ready-made garment,268,1467,7544,29,5.21,84,44,1
422,Cotton,222,407,4275,29,9.54,10,96,0
141,Ready-made garment,145,1194,11888,11,10.44,17,58,0
473,Cotton,172,406,10766,28,10.16,27,48,0
224,Ready-made garment,61,667,15321,3,10.46,14,89,0
266,Cotton,53,1222,4034,3,2.63,76,79,1
524,Ready-made garment,411,120,2553,10,5.27,31,40,0
340,Cotton,395,1743,7612,24,2.09,15,85,0
558,Yarn,116,1688,18583,2,2.17,97,48,1
586,Fabric,194,1129,19402,1,5.85,36,78,0
379,Ready-made garment,114,330,10429,6,11.52,94,49,0
287,Cotton,131,181,10622,6,7.1,46,88,0
401,Yarn,154,1057,7332,11,10.25,44,82,0
118,Ready-made garment,230,316,9061,16,11.25,45,88,0
167,Ready-made garment,389,434,4239,1,1.04,70,53,0
317,Ready-made garment,490,658,839,5,1.94,99,85,0
201,Fabric,154,963,3362,25,3.49,10,79,0
141,Cotton,275,973,17497,26,7.4,57,64,0
387,Cotton,420,852,17987,27,0.74,92,89,0
266,Ready-made garment,77,1813,9484,10,9.44,99,58,0
208,Ready-made garment,65,693,8758,21,0.77,96,89,1
593,Ready-made garment,326,1922,13002,28,1.9,76,56,1
135,Yarn,382,803,5011,23,4.58,86,57,0
331,Ready-made garment,347,1024,7812,6,6.69,48,85,0
